,user_id,item_id,score
403,71,Mrs Doubtfire,1
404,71,Agnes Browne,1
405,71,Being John Malkovich,1
406,71,League of Their Own A,1
407,71,Strictly Ballroom,1
408,71,Whole Nine Yards The,0
409,71,Ed Wood,0
410,71,Highlander Endgame,0
411,71,As Good As It Gets,0
412,72,Mary Poppins,1
413,72,Bulworth,1
414,72,Star Trek The Motion Picture,1
415,72,Star Trek VI The Undiscovered Country,1
416,72,Supercop,1
417,72,Star Trek The Wrath of Khan,1
418,72,Matrix The,1
419,72,Star Trek IV The Voyage Home,1
420,72,Scrooged,1
421,72,Con Air,1
422,72,Total Recall,1
423,72,Bloodsport,1
424,72,Tron,1
425,72,Conspiracy Theory,1
426,72,Rain Man,1
427,72,Terminator 2 Judgment Day,1
428,72,Dances with Wolves,1
429,72,Batman,1
430,72,Lethal Weapon 2,1
431,72,Run Lola Run Lola rennt,1
432,72,Hot Shots Part Deux,1
433,72,Loaded Weapon 1,1
434,72,Caddyshack,1
435,72,Mystery Science Theater 3000 The Movie,1
436,72,Gladiator,1
437,72,Chicken Run,1
438,72,Patriot The,1
439,72,Mallrats,1
440,72,Fast Times at Ridgemont High,1
441,72,Die Hard,1
442,72,Full Metal Jacket,1
443,72,Strange Days,1
444,72,Wallace Gromit The Best of Aardman Animation,1
445,72,Clerks,1
446,72,Little Mermaid The,1
447,72,Replacement Killers The,1
448,72,Shanghai Noon,1
449,72,Back to the Future,1
450,72,Princess Bride The,1
451,72,Universal Soldier,1
452,72,As Good As It Gets,1
453,72,Highlander,1
454,72,Indiana Jones and the Last Crusade,1
455,72,Solo,1
456,72,Good Morning Vietnam,1
457,72,True Lies,1
458,72,Beetlejuice,1
459,72,Naked Gun From the Files of Police Squad The,1
460,72,Emerald Forest The,1
461,72,Star Trek Insurrection,1
462,72,Honey I Blew Up the Kid,0
463,72,Honey I Shrunk the Kids,0
464,72,Robocop 3,0
465,72,Screwed,0
466,72,Twelve Monkeys,0
467,72,Super Mario Bros,0
468,72,Clueless,0
469,72,Election,0
470,72,End of Days,0
471,72,Sleeping Beauty,0
472,72,Event Horizon,0
473,72,Spawn,0
474,72,Lawnmower Man 2 Beyond Cyberspace,0
475,72,Kull the Conqueror,0
476,72,Air Force One,0
477,72,Snake Eyes,0
478,72,Weird Science,0
479,72,Blade,0
480,72,Gone in 60 Seconds,0
481,72,Batman Forever,0
482,72,Quest The,0
483,72,Scary Movie,0
484,72,Waterworld,0
485,72,X Men,0
486,72,European Vacation,0
487,72,Nutty Professor II The Klumps,0
488,72,Interview with the Vampire,0
489,72,Pleasantville,0
490,72,Soldier,0
491,72,Eraser,0
492,72,Cell The,0
493,72,Siege The,0
494,72,Bug s Life A,0
495,72,Escape from L A,0
496,72,Star Trek III The Search for Spock,0
497,72,Rocky III,0
498,72,Teenage Mutant Ninja Turtles III,0
499,72,Raising Arizona,0
500,72,X Files Fight the Future The,0
501,72,Speed,0
502,72,Highlander III The Sorcerer,0
503,72,Cliffhanger,0
504,72,Coneheads,0
505,72,Demolition Man,0
506,72,Lethal Weapon 3,0
507,72,Jurassic Park,0
508,72,Glimmer Man The,0
509,72,Austin Powers International Man of Mystery,0
510,72,Species,0
511,72,Lost World Jurassic Park The,0
512,72,Police Academy,0
513,72,Dragonheart,0
514,72,Back to the Future Part II,0
515,72,Broken Arrow,0
516,72,Babe,0
517,72,Last Action Hero,0
518,72,Gods Must Be Crazy The,0
519,72,Lost in Space,0
520,72,Mortal Kombat,0
521,72,Lethal Weapon 4,0
522,74,Jumanji,1
523,74,Mary Poppins,1
524,74,Angels in the Outfield,1
525,74,Pete s Dragon,1
526,74,Kid in King Arthur s Court A,1
527,74,Big Daddy,1
528,74,Incredible Journey The,1
529,74,Fox and the Hound The,1
530,74,Dudley Do Right,1
531,74,Matrix The,1
532,74,10 Things I Hate About You,1
533,74,Balto,1
534,74,American Tail An,1
535,74,Pleasantville,1
536,74,Ace Ventura When Nature Calls,1
537,74,Adventures of Milo and Otis The,1
538,74,Harriet the Spy,1
539,74,Hercules,1
540,74,Chicken Run,1
541,74,Nightmare Before Christmas The,1
542,74,Super Mario Bros,1
543,74,Mighty Ducks The,1
544,74,Rescuers The,1
545,74,Muppet Treasure Island,1
546,74,Rescuers Down Under The,1
547,74,Toy Story 2,1
548,74,Men in Black,1
549,74,Wild America,1
550,74,Rugrats Movie The,1
551,74,Pocahontas,1
552,74,FairyTale A True Story,1
553,74,Andre,1
554,74,Star Wars Episode I The Phantom Menace,1
555,74,Erin Brockovich,1
556,74,Dunston Checks In,1
557,74,Fantasia 2000,1
558,74,Jack Frost,1
559,74,Prince of Egypt The,1
560,74,Air Bud Golden Receiver,1
561,74,NeverEnding Story The,1
562,74,Doctor Dolittle,1
563,74,All Dogs Go to Heaven 2,1
564,74,Austin Powers The Spy Who Shagged Me,1
565,74,Wrong Trousers The,1
566,74,Mighty Joe Young,1
567,74,Tarzan,1
568,74,Muppets From Space,1
569,74,Road to El Dorado The,1
570,74,Labyrinth,1
571,74,That Darn Cat,1
572,74,Mighty Morphin Power Rangers The Movie,1
573,74,Oliver Company,1
574,74,Iron Giant The,1
575,74,Liar Liar,1
576,74,Billy Madison,1
577,74,Jurassic Park,1
578,74,Close Shave A,1
579,74,Antz,1
580,74,Homeward Bound The Incredible Journey,1
581,74,American Tail Fievel Goes West An,0
582,74,Dumbo,0
583,74,Sword in the Stone The,0
584,74,Flintstones The,0
585,74,Jungle Book The,0
586,74,Lady and the Tramp,0
587,74,Free Willy 2 The Adventure Home,0
588,74,Wizard of Oz The,0
589,74,Babe,0
590,74,Sleeping Beauty,0
591,74,Grand Day Out A,0
592,74,Free Willy,0
593,74,Goonies The,0
594,74,Robin Hood,0
595,74,Babe Pig in the City,0
596,74,Bambi,0
597,74,101 Dalmatians,0
598,75,Run Lola Run Lola rennt,1
599,75,Elizabeth,1
600,75,Kolya,1
601,75,Like Water for Chocolate Como agua para chocolate,1
602,75,Glengarry Glen Ross,1
603,75,Matrix The,1
604,75,Sling Blade,1
605,75,Searching for Bobby Fischer,1
606,75,Much Ado About Nothing,1
607,75,Sense and Sensibility,1
608,75,Usual Suspects The,1
609,75,Running Scared,1
610,75,Lone Star,1
611,75,Wrong Trousers The,1
612,75,Good Will Hunting,1
613,75,Frequency,1
614,75,GoodFellas,1
615,75,Reservoir Dogs,1
616,75,October Sky,1
617,75,Three Kings,1
618,75,Top Gun,1
619,75,Wallace Gromit The Best of Aardman Animation,1
620,75,Erin Brockovich,1
621,75,Silence of the Lambs The,1
622,75,L A Confidential,1
623,75,X Men,1
624,75,Peter s Friends,1
625,75,Lock Stock Two Smoking Barrels,1
626,75,Wonder Boys,1
627,75,Romeo Must Die,1
628,75,Ghost Dog The Way of the Samurai,1
629,75,Shaft,0
630,75,Perfect Storm The,0
631,75,Reindeer Games,0
632,75,Bait,0
633,75,Chuck Buck,0
634,76,Man on the Moon,1
635,76,Austin Powers The Spy Who Shagged Me,1
636,76,Being John Malkovich,1
637,76,Chicken Run,1
638,76,Simple Twist of Fate A,0
639,76,Double Jeopardy,0
640,76,Fight Club,0
641,76,Bowfinger,0
642,76,Blair Witch Project The,0
643,76,Boiler Room,0
644,76,Patriot The,0
645,76,Jean de Florette,0
646,76,Messenger The Story of Joan of Arc The,0
647,76,Cruel Intentions,0
648,81,Moonstruck,1
649,81,Matrix The,1
650,81,Schindler s List,1
651,81,When Harry Met Sally,1
652,81,Crimson Tide,1
653,81,Awakenings,1
654,81,Phenomenon,1
655,81,Pulp Fiction,1
656,81,Frequency,1
657,81,Mr Holland s Opus,1
658,81,Shawshank Redemption The,1
659,81,Basic Instinct,1
660,81,Ghost,1
661,81,Sling Blade,1
662,81,Bicentennial Man,1
663,81,Game The,1
664,81,In the Line of Fire,1
665,81,Clear and Present Danger,1
666,81,Jurassic Park,1
667,81,Perfect Murder A,1
668,81,Forrest Gump,1
669,81,Dead Again,1
670,81,Talented Mr Ripley The,1
671,81,Braveheart,1
672,81,Jerry Maguire,1
673,81,Snow Falling on Cedars,1
674,81,Primal Fear,1
675,81,Back to the Future,1
676,81,Gladiator,1
677,81,Total Recall,1
678,81,Mission Impossible,1
679,81,Patriot The,1
680,81,Terminator 2 Judgment Day,1
681,81,Carlito s Way,1
682,81,Nutty Professor The,1
683,81,Rules of Engagement,1
684,81,Titanic,1
685,81,Tomorrow Never Dies,1
686,81,Rock The,1
687,81,13th Warrior The,0
688,81,Georgia,0
689,81,Net The,0
690,81,Airplane,0
691,81,Predator 2,0
692,81,Arrival The,0
693,81,Scream 3,0
694,81,I Know What You Did Last Summer,0
695,81,Puppet Master III Toulon s Revenge,0
696,81,Flesh and Bone,0
697,81,Speed,0
698,81,Client The,0
699,81,Face Off,0
700,81,Usual Suspects The,0
701,83,Full Metal Jacket,1
702,83,Matrix The,1
703,83,Saving Private Ryan,1
704,83,Princess Bride The,1
705,83,Raiders of the Lost Ark,1
706,83,Terminator The,1
707,83,Gladiator,1
708,83,Army of Darkness,1
709,83,Dr Strangelove or How I Learned to Stop Worrying and Love the Bomb,1
710,83,Robocop,0
711,83,Mummy The,0
712,88,Any Given Sunday,1
713,88,One Flew Over the Cuckoo s Nest,1
714,88,Schindler s List,1
715,88,Gone with the Wind,1
716,88,Patch Adams,1
717,88,Airplane II The Sequel,0
718,88,Naked Gun From the Files of Police Squad The,0
719,90,African Queen The,1
720,90,Quiet Man The,1
721,90,Little Odessa,1
722,90,Casablanca,1
723,90,Fandango,1
724,90,Grosse Pointe Blank,1
725,90,And Now for Something Completely Different,1
726,90,Airplane,1
727,90,Groundhog Day,1
728,90,Much Ado About Nothing,1
729,90,Nothing in Common,1
730,90,Commitments The,1
731,90,Cool Hand Luke,1
732,90,Young Frankenstein,1
733,90,Raising Arizona,1
734,90,American Graffiti,1
735,90,Get Shorty,1
736,90,Diner,1
737,90,My Favorite Year,1
738,103,Fight Club,1
739,103,Bug s Life A,1
740,103,Godfather Part III The,1
741,103,Galaxy Quest,1
742,103,Messenger The Story of Joan of Arc The,1
743,103,Stigmata,1
744,103,Deep Blue Sea,1
745,103,eXistenZ,1
746,103,Being John Malkovich,1
747,103,Doctor Dolittle,1
748,103,Battlefield Earth,0
749,103,American Gigolo,0
750,103,Anna and the King,0
751,103,Brokedown Palace,0
752,103,Blair Witch Project The,0
753,103,Stir of Echoes,0
754,103,Bringing Out the Dead,0
755,103,Boiler Room,0
756,103,One Flew Over the Cuckoo s Nest,0
757,103,Who Framed Roger Rabbit,0
758,129,Force 10 from Navarone,1
759,129,Die Hard,1
760,129,Get Shorty,1
761,129,Pulp Fiction,1
762,129,True Romance,1
763,129,Excalibur,1
764,129,Indiana Jones and the Temple of Doom,1
765,129,Captain Horatio Hornblower,1
766,129,Batman,1
767,129,Godfather The,1
768,129,White Christmas,1
769,129,Star Trek VI The Undiscovered Country,1
770,129,Star Trek The Wrath of Khan,1
771,129,War of the Worlds The,1
772,129,Romancing the Stone,1
773,129,Escape from New York,1
774,129,Speed,1
775,129,Presidio The,1
776,129,Last of the Mohicans The,1
777,129,From Russia with Love,1
778,129,Dr No,1
779,129,Mission Impossible,1
780,129,Untouchables The,1
781,129,Big Trouble in Little China,1
782,129,Desperado,1
783,129,Patriot The,1
784,129,Heartbreak Ridge,1
785,129,For Your Eyes Only,1
786,129,Raiders of the Lost Ark,1
787,129,Aliens,1
788,129,Patriot Games,1
789,129,Alien,1
790,129,Bridge on the River Kwai The,1
791,129,Airplane,1
792,129,Saving Private Ryan,1
793,129,Highlander,1
794,129,Goldfinger,1
795,129,Predator,1
796,129,Fugitive The,1
797,129,GoldenEye,1
798,129,Fantastic Voyage,1
799,129,Terminator The,1
800,129,Planet of the Apes,1
801,129,Enemy of the State,1
802,129,Spy Who Loved Me The,1
803,129,Mad Max,1
804,129,Payback,1
805,129,Armed and Dangerous,0
806,129,Legends of the Fall,0
807,129,Titan A E,0
808,129,Somewhere in Time,0
809,129,Wolf Man The,0
810,129,Krippendorf s Tribe,0
811,129,Mission to Mars,0
812,129,Westworld,0
813,129,Fabulous Baker Boys The,0
814,133,Saving Private Ryan,1
815,133,Forrest Gump,1
816,133,Galaxy Quest,1
817,133,Negotiator The,1
818,133,My Cousin Vinny,1
819,133,Gattaca,1
820,133,Croupier,1
821,133,Powder,1
822,133,Love s Labour s Lost,1
823,133,In the Line of Fire,1
824,133,Grosse Pointe Blank,1
825,133,High Fidelity,1
826,133,Patriot The,1
827,133,Full Monty The,1
828,133,G I Jane,1
829,133,Midnight in the Garden of Good and Evil,1
830,133,Being John Malkovich,1
831,133,28 Days,1
832,133,Clerks,1
833,133,Rush Hour,1
834,133,Star Trek Insurrection,1
835,133,Pitch Black,1
836,133,Airplane,1
837,133,Heat,0
838,133,Lost World Jurassic Park The,0
839,133,Austin Powers International Man of Mystery,0
840,133,Universal Soldier The Return,0
841,133,Lawnmower Man The,0
842,133,Universal Soldier,0
843,133,Nutty Professor The,0
844,133,Program The,0
845,133,Replacements The,0
846,133,Daylight,0
847,133,Super Mario Bros,0
848,133,Waterworld,0
849,133,Escape from L A,0
850,133,Freejack,0
851,133,Outbreak,0
852,133,Back to the Future Part III,0
853,133,Nightmare Before Christmas The,0
854,133,Art of War The,0
855,133,Mission Impossible 2,0
856,133,Broken Arrow,0
857,133,Batman Returns,0
858,133,Last Man Standing,0
859,133,Face Off,0
860,133,Get Carter,0
861,133,Event Horizon,0
862,133,Spawn,0
863,133,Dick Tracy,0
864,133,Maverick,0
865,133,Blade,0
866,133,Speed,0
867,133,Star Wars Episode I The Phantom Menace,0
868,133,Demolition Man,0
869,133,True Lies,0
870,133,Armageddon,0
871,133,Days of Thunder,0
872,133,Terminator 2 Judgment Day,0
873,133,Under Siege,0
874,133,Meet the Parents,0
875,133,Braveheart,0
876,133,Mars Attacks,0
877,133,Mask The,0
878,133,Timecop,0
879,133,Last of the Mohicans The,0
880,133,Mission Impossible,0
881,133,Starship Troopers,0
882,133,Wild Wild West,0
883,133,Dragonheart,0
884,133,Jackal The,0
885,133,Metro,0
886,133,Mystery Men,0
887,133,Judge Dredd,0
888,133,Patriot Games,0
889,133,Thomas Crown Affair The,0
890,133,X Men,0
891,133,Snow Day,0
892,133,Mask of Zorro The,0
893,133,Twister,0
894,133,Barb Wire,0
895,133,Boiler Room,0
896,133,U 571,0
897,140,Bridge on the River Kwai The,1
898,140,Malice,1
899,140,Laura,1
900,140,Maltese Falcon The,1
901,140,Thin Man The,1
902,140,Titanic,1
903,140,Rear Window,0
904,140,Sense and Sensibility,0
905,147,Great Mouse Detective The,1
906,147,Jumanji,1
907,147,Batman,1
908,147,Anna and the King,1
909,147,Alice in Wonderland,1
910,147,Kiss the Girls,1
911,147,Weird Science,1
912,147,American President The,1
913,147,Die Hard,1
914,147,Man with the Golden Arm The,1
915,147,Star Trek III The Search for Spock,1
916,147,Romancing the Stone,1
917,147,Sense and Sensibility,1
918,147,Rocky IV,1
919,147,That Thing You Do,1
920,147,Doctor Zhivago,1
921,147,Mars Attacks,1
922,147,Wrongfully Accused,1
923,147,Timecop,1
924,147,Romeo Must Die,1
925,147,Civil Action A,1
926,147,Home Alone 2 Lost in New York,1
927,147,Toy Story 2,1
928,147,Jackal The,1
929,147,Return to Oz,1
930,147,Something Wicked This Way Comes,1
931,147,Inspector Gadget,1
932,147,Platoon,1
933,147,Crocodile Dundee II,1
934,147,Raiders of the Lost Ark,1
935,147,Thin Man The,1
936,147,Ever After A Cinderella Story,1
937,147,Doctor Dolittle,1
938,147,Nick of Time,1
939,147,American Tail Fievel Goes West An,1
940,147,Clan of the Cave Bear The,1
941,147,On Golden Pond,1
942,147,Arthur,1
943,147,Galaxy Quest,1
944,147,Air Bud Golden Receiver,1
945,147,Escape from New York,1
946,147,Cat on a Hot Tin Roof,1
947,147,Braveheart,1
948,147,Terminator The,1
949,147,Spaceballs,1
950,147,Day the Earth Stood Still The,1
951,147,Christmas Story A,1
952,147,Sister Act,1
953,147,12 Angry Men,1
954,147,Far and Away,1
955,147,Right Stuff The,1
956,147,Sting The,1
957,147,Rush Hour,1
958,147,Somewhere in Time,1
